Kingdom	Phylum	Class	Order	Family	Genus	Species	NCBI_tax_id	Patient_ASD	Patient_9	Patient_7	Patient_6	Patient_5	Patient_4	Patient_3	Patient_2	Patient_1	Patient_11
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	salivarius	2|1239|91061|186826|1300|1301|1304	0	0.23147	0	2.12657	0.47446	1.06342	0.48337	0.11807	0.53305	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis	2|1239|91061|186826|1300|1301|1305	0	0	0	0.09202	0	0.06045	0	0	0.02168	0.02332
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp_A12	2|1239|91061|186826|1300|1301|1759399	0	0	0	0	0	0.00872	0	0	0.04962	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp_F0442	2|1239|91061|186826|1300|1301|999425	0	0	0	0	0	0	0	0	0.04264	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp_HMSC070B10	2|1239|91061|186826|1300|1301|1715092	0	0	0	0.02656	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	thermophilus	2|1239|91061|186826|1300|1301|1308	0	0.16285	0	7.15962	4.0311	0.06311	0.89829	0	2.39557	23.5394
Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	2|1239|186801	51.90898	81.38091	79.29497	34.60872	89.64764	24.68013	10.71456	72.74453	60.7347	31.43603
Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA	2|1239|186801|186802	51.90898	81.38091	79.29497	34.60872	89.64764	24.68013	10.71456	72.74453	60.7347	31.43603
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	2|1239|186801|186802|31979	0	2.01888	0	3.32593	0.66244	0	0.17841	0.02997	0.02146	0.03305
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	2|1239|186801|186802|31979|1485	0	2.01888	0	3.32593	0.1122	0	0.17841	0.02599	0.02146	0.01593
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	methylotrophicum	2|1239|186801|186802|31979|1485|1487	0	0	0	0	0	0	0	0	0	0.01593
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	disporicum	2|1239|186801|186802|31979|1485|84024	0	0	0	3.31184	0	0	0.17841	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp_7_2_43FAA	2|1239|186801|186802|31979|1485|457396	0	0	0	0.01409	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp_CAG_253	2|1239|186801|186802|31979|1485|1262785	0	0.32153	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp_CAG_58	2|1239|186801|186802|31979|1485|1262824	0	0	0	0	0.1122	0	0	0	0.02146	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp_CAG_590	2|1239|186801|186802|31979|1485|1262825	0	1.69735	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp_D5	2|1239|186801|186802|31979|1485|556261	0	0	0	0	0	0	0	0.02599	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	NA	2|1239|186801|186802|31979|1649459	0	0	0	0	0.55024	0	0	0.00398	0	0.01711
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	hathewayi	2|1239|186801|186802|31979|1649459|154046	0	0	0	0	0.55024	0	0	0.00398	0	0.01711
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	NA	NA	2|1239|186801|186802|543314	0	0	0	0.12295	0	0	0.00099	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	NA	2|1239|186801|186802|543314|	0	0	0	0.11655	0	0	0.00099	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	brachy	2|1239|186801|186802|543314||35517	0	0	0	0.11655	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	sulci	2|1239|186801|186802|543314||143393	0	0	0	0	0	0	0.00099	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Mogibacterium	NA	2|1239|186801|186802|543314|86331	0	0	0	0.0064	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XIII_Incertae_Sedis	Mogibacterium	diversum	2|1239|186801|186802|543314|86331|114527	0	0	0	0.0064	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	NA	NA	2|1239|186801|186802|	0	4.14798	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	NA	2|1239|186801|186802||	0	4.12066	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	pectinophilus	2|1239|186801|186802|||384638	0	4.12066	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Intestinimonas	NA	2|1239|186801|186802||1392389	0	0.02732	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Intestinimonas	butyriciproducens	2|1239|186801|186802||1392389|1297617	0	0.02732	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	NA	NA	2|1239|186801|186802|186806	2.20868	5.62763	4.11275	5.8716	0	8.81079	1.37678	2.83722	3.2497	7.03704
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	NA	2|1239|186801|186802|186806|264995	0	0	0	0	0	0.0074	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	stercorihominis	2|1239|186801|186802|186806|264995|214853	0	0	0	0	0	0.0074	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA	2|1239|186801|186802|186806|1730	2.20868	5.62763	4.11275	5.8716	0	8.80339	1.37678	2.83722	3.2497	7.03704
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	eligens	2|1239|186801|186802|186806|1730|39485	1.18267	0.7831	1.8863	0	0	0	0.00442	0.12703	0.24442	0.00836
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	hallii	2|1239|186801|186802|186806|1730|39488	0.38944	2.52451	1.33651	5.8716	0	8.80339	1.37236	2.7102	3.0013	7.02651
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	limosum	2|1239|186801|186802|186806|1730|1736	0	0	0	0	0	0	0	0	0	0.00217
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	ramulus	2|1239|186801|186802|186806|1730|39490	0	0.11209	0.3415	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	sp_CAG_180	2|1239|186801|186802|186806|1730|1262882	0	0.73984	0.08136	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	sp_CAG_251	2|1239|186801|186802|186806|1730|1262886	0	1.15359	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	sp_CAG_274	2|1239|186801|186802|186806|1730|1262888	0.0313	0.02002	0.20607	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	sp_CAG_38	2|1239|186801|186802|186806|1730|1262889	0.60527	0.29449	0.1613	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	ventriosum	2|1239|186801|186802|186806|1730|39496	0	0	0.09971	0	0	0	0	0	0.00397	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	2|1239|186801|186802|186803	31.65842	36.21618	42.42548	22.70917	79.22518	13.00608	5.95084	52.90196	45.65792	18.21517
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	NA	2|1239|186801|186802|186803|207244	8.31449	7.42181	3.49435	1.50403	17.99367	0.75125	1.98195	7.50256	13.5668	13.64571
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	hadrus	2|1239|186801|186802|186803|207244|649756	8.31449	7.42181	3.49435	1.50403	17.99367	0.75125	1.98195	7.50256	13.5668	13.64571
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	NA	2|1239|186801|186802|186803|2039240	0	0	0	0	0.11766	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	lactatifermentans	2|1239|186801|186802|186803|2039240|160404	0	0	0	0	0.11766	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA	2|1239|186801|186802|186803|572511	8.54494	5.28728	5.61425	17.25686	51.04819	10.98391	3.3592	37.94872	11.85717	2.27489
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	coccoides	2|1239|186801|186802|186803|572511|1532	0	0	0	0	0.20917	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hydrogenotrophica	2|1239|186801|186802|186803|572511|53443	0	0	0	0	0	0	0	0	0.02726	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	obeum	2|1239|186801|186802|186803|572511|40520	0	0.1311	4.21716	8.92882	0	5.44308	0.26357	0	3.06196	0.08999
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	producta	2|1239|186801|186802|186803|572511|33035	0	0	0	0	0.29993	0	0	0.08516	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	sp_CAG_257	2|1239|186801|186802|186803|572511|1262756	0	0	0	0	0	0	0	0.10928	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	wexlerae	2|1239|186801|186802|186803|572511|418240	4.90221	2.06368	0.5696	0.46399	47.71997	2.53634	0.58919	33.86367	4.86261	1.33375
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	gnavus	2|1239|186801|186802|186803|572511|33038	0.32529	0	0	0	2.81912	0	0	0.86317	0	0.04675
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	torques	2|1239|186801|186802|186803|572511|33039	3.31744	3.0925	0.8275	7.86405	0	3.00449	2.50644	3.02744	3.90533	0.8044
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	NA	2|1239|186801|186802|186803|33042	0	1.49785	10.74683	1.37935	0	0.92179	0.31718	0	2.68916	0.89994
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	catus	2|1239|186801|186802|186803|33042|116085	0	0	0.74903	0.75038	0	0.88981	0.15726	0	1.16404	0.51771
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	comes	2|1239|186801|186802|186803|33042|410072	0	1.18816	0.24486	0.3607	0	0.03198	0	0	1.52512	0.38224
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	eutactus	2|1239|186801|186802|186803|33042|33043	0	0.30969	9.75293	0.26827	0	0	0.15992	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA	2|1239|186801|186802|186803|189330	1.20107	2.38743	2.10333	2.36561	0	0.02794	0.03051	1.04762	1.29289	0.55715
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	formicigenerans	2|1239|186801|186802|186803|189330|39486	0.19384	0.22763	0.3273	1.31512	0	0.02794	0.03051	0.09584	1.03192	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	longicatena	2|1239|186801|186802|186803|189330|88431	1.00724	2.1598	1.77603	1.0505	0	0	0	0.95178	0	0.55715
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	sp_CAG_317	2|1239|186801|186802|186803|189330|1262873	0	0	0	0	0	0	0	0	0.26096	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	NA	2|1239|186801|186802|186803|1432051	0	0	0	0	0	0	0	0.09009	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	tayi	2|1239|186801|186802|186803|1432051|1432052	0	0	0	0	0	0	0	0.09009	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	NA	2|1239|186801|186802|186803|1407607	4.11306	9.67492	9.62654	0.02079	0	0.02562	0.18048	2.69628	6.21679	0.18179
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	saccharivorans	2|1239|186801|186802|186803|1407607|1150298	4.11306	9.67492	9.62654	0.02079	0	0.02562	0.18048	2.69628	6.21679	0.18179
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA	2|1239|186801|186802|186803|1506553	0	0	0	0	2.52559	0	0	0.00966	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	bolteae	2|1239|186801|186802|186803|1506553|208479	0	0	0	0	0.05935	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	citroniae	2|1239|186801|186802|186803|1506553|358743	0	0	0	0	0.0232	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	clostridioforme	2|1239|186801|186802|186803|1506553|1531	0	0	0	0	2.39999	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	symbiosum	2|1239|186801|186802|186803|1506553|1512	0	0	0	0	0.04305	0	0	0.00966	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	NA	2|1239|186801|186802|186803|28050	0.18611	0	0	0	0	0	0	0	0.14851	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	NA	2|1239|186801|186802|186803|	4.76277	4.66902	5.53589	0.02102	0	0.09145	0	0	4.30596	0.63952
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	rectale	2|1239|186801|186802|186803||39491	4.76277	4.66902	5.53589	0.02102	0	0.09145	0	0	4.30596	0.63952
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	pectinoschiza	2|1239|186801|186802|186803|28050|28052	0.18611	0	0	0	0	0	0	0	0.14851	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Murimonas	NA	2|1239|186801|186802|186803|1774128	0	0	0	0	0.00604	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Murimonas	intestini	2|1239|186801|186802|186803|1774128|1337051	0	0	0	0	0.00604	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA	2|1239|186801|186802|186803|841	4.53597	5.27786	5.30429	0.16151	4.84786	0.20413	0.08152	2.75049	4.64856	0.01617
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	faecis	2|1239|186801|186802|186803|841|301302	4.30035	1.91637	2.35879	0.11472	0	0.20413	0.08152	0	3.16115	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	hominis	2|1239|186801|186802|186803|841|301301	0.12474	1.84431	0.5887	0	0	0	0	0.01979	0.11296	0.00866
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	intestinalis	2|1239|186801|186802|186803|841|166486	0	0.27068	1.13401	0.00298	4.84786	0	0	2.65966	0.58749	0.00751
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	inulinivorans	2|1239|186801|186802|186803|841|360807	0.11088	0.0505	0.63515	0.01255	0	0	0	0	0.78696	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	sp_CAG_182	2|1239|186801|186802|186803|841|1262942	0	0	0	0.02649	0	0	0	0.07104	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	sp_CAG_303	2|1239|186801|186802|186803|841|1262944	0	1.19601	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	sp_CAG_471	2|1239|186801|186802|186803|841|1262948	0	0	0.58765	0.00477	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	NA	2|1239|186801|186802|186803|1769710	0	0	0	0	2.68619	0	0	0.69245	0.9321	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	intestinalis	2|1239|186801|186802|186803|1769710|1653434	0	0	0	0	2.68619	0	0	0.69245	0.9321	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	NA	2|1239|186801|186802|186803|1506577	0	0	0	0	0	0	0	0.16409	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	nexilis	2|1239|186801|186802|186803|1506577|29361	0	0	0	0	0	0	0	0.16409	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	NA	NA	2|1239|186801|186802|216572	0	0.93324	0	0	0	0	0.35627	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	NA	2|1239|186801|186802|216572|459786	0	0.93324	0	0	0	0	0.35627	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	sp_57_20	2|1239|186801|186802|216572|459786|1897011	0	0.93324	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	sp_CAG_241	2|1239|186801|186802|216572|459786|1262911	0	0	0	0	0	0	0.35627	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA	2|1239|186801|186802|186804	0	0.0873	0.12965	2.35677	0.29409	0.94051	0.93497	0.14018	0.18626	0.01599
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	NA	2|1239|186801|186802|186804|1505657	0	0.0873	0.12965	2.30352	0.29409	0.93101	0.89637	0.14018	0.18626	0.01599
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	bartlettii	2|1239|186801|186802|186804|1505657|261299	0	0.0873	0.12965	2.30352	0.29409	0.93101	0.89637	0.14018	0.18626	0.01599
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	NA	2|1239|186801|186802|186804|1501226	0	0	0	0.05326	0	0.0095	0.0386	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	ilealis	2|1239|186801|186802|186804|1501226|1115758	0	0	0	0.05326	0	0.0095	0.0386	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	2|1239|186801|186802|541000	18.04188	32.3497	32.62708	0.22231	9.46594	1.92276	1.91631	16.8352	11.61936	6.13478
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	NA	2|1239|186801|186802|541000|2048137	3.38864	0.30094	0.52461	0	0	0	0	1.1167	2.26386	0.01091
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Agathobaculum	butyriciproducens	2|1239|186801|186802|541000|2048137|1628085	3.38864	0.30094	0.52461	0	0	0	0	1.1167	2.26386	0.01091
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	NA	2|1239|186801|186802|541000|1924093	0	0	0	0	0.03085	0	0	0	0.01681	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	sp_An250	2|1239|186801|186802|541000|1924093|1965604	0	0	0	0	0.03085	0	0	0	0.01681	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	NA	2|1239|186801|186802|541000|244127	0	0.02682	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	colihominis	2|1239|186801|186802|541000|244127|169435	0	0.02682	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA	2|1239|186801|186802|541000|216851	13.38581	19.13401	22.51461	0.20585	1.62578	0.11319	1.07042	3.83921	7.31636	0.00662
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	2|1239|186801|186802|541000|216851|853	13.38581	19.13401	22.51461	0.20585	1.62578	0.11319	1.07042	3.83921	7.31636	0.00662
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	NA	2|1239|186801|186802|541000|946234	0.46759	0.0081	0.00436	0	0.01744	0	0	0.0149	0.43478	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	plautii	2|1239|186801|186802|541000|946234|292800	0.46759	0.0081	0.00436	0	0.01744	0	0	0.0149	0.43478	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	NA	2|1239|186801|186802|541000|204475	0.79983	0.78969	1.14033	0	0	0.01534	0.01898	0.02896	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	formicilis	2|1239|186801|186802|541000|204475|745368	0.79983	0.78969	1.14033	0	0	0.01534	0.01898	0.02896	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	NA	2|1239|186801|186802|541000|	0	0	0	0	0	0	0	0	0.71326	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	leptum	2|1239|186801|186802|541000||1535	0	0	0	0	0	0	0	0	0.32171	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	siraeum	2|1239|186801|186802|541000||39492	0	0	0	0	0	0	0	0	0.38713	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	bacterium_D16	2|1239|186801|186802|541000||552398	0	0	0	0	0	0	0	0	0.00443	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	NA	2|1239|186801|186802|541000|1263	0	12.09014	8.44317	0.01646	7.59897	1.79422	0.82691	11.53685	0.72035	6.11724
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	bicirculans	2|1239|186801|186802|541000|1263|1160721	0	0.13347	1.13015	0	3.95171	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	bromii	2|1239|186801|186802|541000|1263|40518	0	6.32725	7.05864	0	3.64726	1.79422	0.82691	9.70441	0	0.37376
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	champanellensis	2|1239|186801|186802|541000|1263|1161942	0	0.98668	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	lactaris	2|1239|186801|186802|541000|1263|46228	0	4.64274	0.25438	0.01646	0	0	0	1.83244	0.72035	5.74348
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	NA	2|1239|186801|186802|541000|1905344	0	0	0	0	0.19289	0	0	0.29858	0.15395	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	lactatiformans	2|1239|186801|186802|541000|1905344|1550024	0	0	0	0	0.19289	0	0	0.29858	0.15395	0
Bacteria	Firmicutes	Erysipelotrichia	NA	NA	NA	NA	2|1239|526524	0.21368	0	0	2.28252	1.81627	0.23797	1.39755	1.74408	0.2568	0.14452
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	NA	NA	NA	2|1239|526524|526525	0.21368	0	0	2.28252	1.81627	0.23797	1.39755	1.74408	0.2568	0.14452
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA	2|1239|526524|526525|128827	0.21368	0	0	2.28252	1.81627	0.23797	1.39755	1.74408	0.2568	0.14452
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	NA	2|1239|526524|526525|128827|100883	0	0	0	0	0.17852	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	cateniformis	2|1239|526524|526525|128827|100883|100884	0	0	0	0	0.17852	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA	2|1239|526524|526525|128827|1505663	0.21368	0	0	0	1.63775	0	0	1.74408	0.19528	0.14452
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	innocuum	2|1239|526524|526525|128827|1505663|1522	0.03744	0	0	0	0.18743	0	0	0.44928	0.11756	0.14452
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	spiroforme	2|1239|526524|526525|128827|1505663|29348	0	0	0	0	0.04574	0	0	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	ramosum	2|1239|526524|526525|128827|1505663|1547	0.17624	0	0	0	1.40459	0	0	1.29481	0.07772	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA	2|1239|526524|526525|128827|1573535	0	0	0	0	0	0	0	0	0.06152	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	biformis	2|1239|526524|526525|128827|1573535|1735	0	0	0	0	0	0	0	0	0.06152	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA	2|1239|526524|526525|128827|191303	0	0	0	2.28252	0	0.23797	1.39755	0	0	0
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	sanguinis	2|1239|526524|526525|128827|191303|154288	0	0	0	2.28252	0	0.23797	1.39755	0	0	0
